source,metric,sub_metric,amount,currency,pages,notes
ar2010,balance_sheet,total_assets,204488961,EUR_000,84,Balance Sheet in annual report
ar2010,balance_sheet,provisions,36178,EUR_000,85,Balance Sheet in annual report
ar2010,balance_sheet,revaluation_accounts,230271,EUR_000,85,Balance Sheet in annual report
ar2010,balance_sheet,capital_and_reserves,1723040,EUR_000,85,Balance Sheet in annual report
ar2009,income,total_net_income,1053528,EUR_000,69,Profit and Loss and Appropriation Account in annual report
ar2009,expenditure,staff_expenses,-80146,EUR_000,69,Profit and Loss and Appropriation Account in annual report
ar2009,expenditure,other_operating_expenses,-29189,EUR_000,69,Profit and Loss and Appropriation Account in annual report
ar2009,expenditure,depreciation,-7741,EUR_000,69,Profit and Loss and Appropriation Account in annual report
ar2009,expenditure,banknote_raw_materials,-2647,EUR_000,69,Profit and Loss and Appropriation Account in annual report
ar2009,expenditure,total,-119723,EUR_000,69,Computed from expense lines in annual report
ar2009,surplus,profit_before_unrealised_gains_and_appropriation_of_profit,933805,EUR_000,69,Profit and Loss and Appropriation Account in annual report
ar2009,surplus,actuarial_gain_on_pension_scheme,27988,EUR_000,69,Profit and Loss and Appropriation Account in annual report
ar2009,surplus,transfer_to_general_reserve,-216297,EUR_000,69,Profit and Loss and Appropriation Account in annual report
ar2009,surplus,surplus_income_payable_to_exchequer,745496,EUR_000,69,Profit and Loss and Appropriation Account in annual report
ar2009,balance_sheet,total_assets,124896455,EUR_000,70,Balance Sheet in annual report
ar2009,balance_sheet,provisions,52015,EUR_000,71,Balance Sheet in annual report
ar2009,balance_sheet,revaluation_accounts,205193,EUR_000,71,Balance Sheet in annual report
ar2009,balance_sheet,capital_and_reserves,1534868,EUR_000,71,Balance Sheet in annual report
ar2008,income,total_net_income,484084,EUR_000,51,Profit and Loss and Appropriation Account in annual report
ar2008,expenditure,staff_expenses,-81837,EUR_000,51,Profit and Loss and Appropriation Account in annual report
ar2008,expenditure,other_operating_expenses,-28747,EUR_000,51,Profit and Loss and Appropriation Account in annual report
ar2008,expenditure,depreciation,-6576,EUR_000,51,Profit and Loss and Appropriation Account in annual report
ar2008,expenditure,banknote_raw_materials,-2712,EUR_000,51,Profit and Loss and Appropriation Account in annual report
ar2008,expenditure,total,-119872,EUR_000,51,Computed from expense lines in annual report
ar2008,surplus,profit_before_unrealised_gains_and_appropriation_of_profit,364212,EUR_000,51,Profit and Loss and Appropriation Account in annual report
ar2008,surplus,actuarial_gain_on_pension_scheme,76405,EUR_000,51,Profit and Loss and Appropriation Account in annual report
ar2008,surplus,transfer_to_general_reserve,-150563,EUR_000,51,Derived from profit appropriation in annual report
ar2008,surplus,surplus_income_payable_to_exchequer,290054,EUR_000,51,Profit and Loss and Appropriation Account in annual report
ar2008,balance_sheet,total_assets,116131828,EUR_000,52,Balance Sheet in annual report
ar2008,balance_sheet,provisions,77182,EUR_000,53,Balance Sheet in annual report
ar2008,balance_sheet,revaluation_accounts,241897,EUR_000,53,Balance Sheet in annual report
ar2008,balance_sheet,capital_and_reserves,1315987,EUR_000,53,Balance Sheet in annual report
